id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
68521,194324,Digimon,NULL,1997-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167434,131183,Dilbert's Desktop Games,NULL,1997-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22626,11345,Dink Smallwood,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,65.2667,8
11557,64981,Dino Breeder,NULL,1997-08-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95025,128485,Dino Numbers,NULL,1997-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108636,57920,Disney Presents Ariel's Story Studio,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176126,204394,Disney's Animated Storybook: 101 Dalmatians,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150812,140649,Disney's Hercules,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115763,205929,Disney's Hercules,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182607,9814,Disney's Hercules Action Game,"The game follows the same storyline from the animated film. Hercules, son of Zeus, is stripped of his godhood and must prove that he is a true hero in order to regain his immortality, and join Zeus and the other gods on Mount Olympus. To do that, Hercules must pass several tasks and defeat many villains, and at the end, face Hades, ruler of the dead, who is also responsible for Hercules' losing of his immortality.",1997-07-01 00:00:00.000,29,NULL,60.0000,1,76.3461,116
128720,139313,Disney's Hercules: Animated Storybook,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168899,85959,Disney's Ready For Math With Pooh,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168099,20390,Disney's Ready to Read with Pooh,"The player begins here in the Hundred-Acre Wood, and travels along one of three paths to the North Woods, the East Woods, or the West Woods to find a number of reading activities, each one introduced by one of Pooh's friends. Actions are performed by pointing and clicking the mouse; the cursor is a bee that flutters it's wings whenever it is over a clickable spot, and carries an arrow when it's over a path to a new area.",1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
169142,48992,Disney's The Hunchback of Notre Dame,NULL,1997-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173986,198803,Disney's The Little Mermaid,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72943,133571,DJ Wars,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89139,72960,Doctor Who: Destiny of the Doctors,NULL,1997-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177851,1666,DoDonPachi,NULL,1997-02-05 00:00:00.000,1,NULL,NULL,NULL,80.4967,8
14427,61409,Doki Doki Pretty League,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31968,77152,Domino,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61160,186648,Donkey Kong Country 4,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46107,1095,Donkey Kong Land III,NULL,1997-10-01 00:00:00.000,2,NULL,NULL,NULL,70.0747,6
159761,3471,DOOM 64,NULL,1997-04-04 00:00:00.000,14,NULL,77.0000,2,69.9865,55
104820,70797,Doraemon: Nobita to 3-tsu no Seirei Ishi,NULL,1997-03-21 00:00:00.000,NULL,NULL,30.0000,1,NULL,NULL
111991,151898,DoReMi-ya no Original Sound Witch: Blue Sound Witch,NULL,1997-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17622,151899,DoReMi-ya no Original Sound Witch: Power Sound Witch,NULL,1997-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70409,48948,Dr. Franken II,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,53.0000,0
165229,134437,Dr. Mario BS Ban,NULL,1997-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89427,16479,Dracula: Reign of Terror,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104223,2558,Dragon Ball GT: Final Bout,NULL,1997-07-31 00:00:00.000,21,NULL,NULL,NULL,61.9382,65
102504,66291,Dragon Master Silk,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26893,40978,Dragon World II,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189080,216418,Dream Square: Hinagata Akiko,NULL,1997-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120718,43742,Dreams to Reality,"In this game you are Duncan - a man, who must save the worlds of Dream and Reality from dark force. World of dreams allows you, for example, to fly between islands in the sky or to make your clone.
You will encounter some peaceful creatures, who can talk to you and help you with your quest, and evil ones, who want to take away your will and must be killed. So you jump and run your way through the ancient land in search for the well of mankind's dreams.",1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
15427,3477,Dual Heroes,NULL,1997-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176139,71418,Duckman: The Graphic Adventures of a Private Dick,NULL,1997-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129408,19730,Duke Nukem 3D: Kill-A-Ton Collection,NULL,1997-12-31 00:00:00.000,1,2,NULL,NULL,NULL,NULL
187389,10680,Duke Nukem 64,NULL,1997-10-31 00:00:00.000,4,NULL,NULL,NULL,70.2939,13
191566,35,Dungeon Keeper,NULL,1997-06-26 00:00:00.000,53,NULL,10.0000,0,86.5117,130
32640,97571,DX Jinsei Game II,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27484,46668,D-Xhird,NULL,1997-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124458,2982,Dynasty Warriors,"Based on the historical novel, ""Romance of the Three Kingdoms, "" Dynasty Warriors puts you right in the center of the upheaval of 3rd century China, when legendary warlords fought to expand and unite realms under their own banners. Enter a time of struggle, when warriors were as cunning as they were courageous. Master the dynamic game play. Wisely balance elaborate offensive strikes, with precisely timed defensive maneuvers and flurries of whirling counter attacks. Then, train to unleash the killer combination in martial mastery to become the Musou - the Warrior Unequaled!",1997-02-28 00:00:00.000,1,NULL,66.5000,2,55.1663,9
88394,78414,E.T.: No More Mr. Nice Alien,NULL,1997-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133065,8931,Earth 2140,NULL,1997-05-01 00:00:00.000,2,NULL,NULL,NULL,50.0000,3
90532,42247,Earth Light: Luna Strike,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101013,15479,Ecstatica II,NULL,1997-07-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
4754,677,EF2000 v2.0,NULL,1997-08-31 00:00:00.000,1,NULL,83.0000,1,NULL,NULL
43086,40302,Egg Venture,NULL,1997-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179570,50398,Egypt 1156 B.C.: Tomb of the Pharaoh,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
37982,127995,Ein Fall für TKKG - Katjas Geheimnis / TKKG - Jennifer is Missing,"Katja has suddenly disappeared. Nobody knows where it is. Together with TKKG you search for traces, interview witnesses and find out the riddle. What role does Peter, the nasty tutor, play? Why is Sandra silent? Is Barbara Dupont really as clueless as she pretends to be? Only those who find the secret message and decrypt the code together with Tim, Karl, Klößchen and Gaby have a chance to solve the case.",1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114873,1360,Einhänder,NULL,1997-11-20 00:00:00.000,2,NULL,NULL,NULL,79.6031,16
9273,196749,Elancia,NULL,1997-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14941,198666,Electronic Disney's 101 Dalmatians,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20664,198826,Electronic Morphatrons Arachnid,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20663,198827,Electronic Morphatrons Raptor,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159377,9137,Elemental Gearbolt,NULL,1997-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179712,50145,Emperor of the Fading Suns,NULL,1997-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176689,70174,Enemy Nations,"The development of the Hyperspace-Drive triggers a gold rush-like colonization attempt by Earth governments, only to find that habitable (the game takes these as Earth-like) planets are either homeworlds for other sapient species, or colonies of early-evolved species. 
 
Years of build-up and exploration bears fruit: A habitable, rich and lush world with no sentient race is found. However, almost every race intends to colonize it, and soon a full-scale Galactic war will erupt. To solve the bloodshed, the sapient races agree to a competition: 
 
Every race would dispatch a Rocket Ship with a pre-determined size, mass and equipment, stocked with materials, personnel and equipment to create a city analogous of modern Earth technology and infrastructure. Then without interruption from outer space, the base-cities would engage in conflict, with the victor being granted the ownership of the planet. Of course, it is your duty to ensure a new world for your species to claim.",1997-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96570,145893,Enemy: Tempest of Violence,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147633,43798,EOS: Edge of Skyhigh,NULL,1997-08-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86534,202995,Escape from the Haunted House,NULL,1997-05-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54387,113106,EVE burst error,NULL,1997-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176043,113110,EVE burst error,"Eve burst error is set in modern-day Japan. The player controls two characters: a young, seemingly careless private investigator Kojiroh, and the special agent Marina. Kojiroh has been struggling to make a living as a lone PI, but now luck seems to smile to him: the director of the Eldian International School, Mr. Ko, asks him to find a missing painting, supposedly of great value. At the same time, Marina is hired by the ambassador of the fictional Middle East republic Eldia to protect his daughter Mayako from terrorists. Switching between Kojiroh and Marina, the player gradually finds out the connection between the two cases and plunges deeper into a mystery that involves political struggle, scientific discoveries, and horrifying murders.",1997-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103061,37049,Evolution: The Game of Intelligent Life,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63734,15514,Excalibur 2555 A.D.,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57019,150231,Excalibur: Morgana's Revenge,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112788,132030,Excitebike: Bun-bun Mario Battle,NULL,1997-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66068,44854,Explosive Racing,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66211,43795,Extra Bright,NULL,1997-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175730,50302,Extreme Assault,NULL,1997-07-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
175733,3485,Extreme-G,Extreme-G is set in the distant future where Earth is reduced into a wasteland. From their new-found planet the human colonists watch their remote controlled bikes wreak havoc through their ancient cities and fight their way to determine which racer manages to qualify.,1997-09-30 00:00:00.000,5,NULL,NULL,NULL,60.4309,18
16786,47083,F/A - 18 Hornet 3.0,NULL,1997-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121131,688,F/A-18 Korea,NULL,1997-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191662,3494,F1 Pole Position 64,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132447,14060,F-16 Fighting Falcon,NULL,1997-04-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96208,693,F-22 Air Dominance Fighter,NULL,1997-01-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
176171,70468,F-22 Raptor,NULL,1997-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99573,50275,Faery Tale Adventure II: Halls of the Dead,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132178,78765,Falcom Classics,NULL,1997-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120699,24072,Fallen Haven,NULL,1997-07-06 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
189178,13,Fallout,"Fallout is set in the timeline which deviated from our own some time after World War II, and where technology, politics and culture followed a different course. In the 21st century, a worldwide conflict is brought on by global petroleum shortage. Several nations begin warring with one another for the last of non-renewable resources, namely oil and uranium; known as the Resource Wars, fighting begins in April 2052 and ends in 2077. China invades Alaska in the winter of 2066, causing the United States to go to war with China and using Canadian resources to supply their war efforts, despite Canadian complaints. Eventually the United States violently annexes Canada in February 2076 and reclaims Alaska nearly a year later. After years of conflict, on October 23, 2077, a global nuclear war occurs. It is not known who strikes first, but in less than a few hours most major cities are destroyed. The effects of the war do not fade for the next hundred years and as a consequence, human society has collapsed leaving only survivor settlements barely able to make out a living in the barren wasteland, while a few live through the occurrence in underground fallout shelters known as Vaults. One of these, Vault 13, is the protagonist's home, where the game begins.

In Vault 13, in 2161 in Southern California, 84 years after the nuclear war. The Water Chip, a computer chip responsible for the water recycling and pumping machinery, breaks. The Vault Overseer tasks the protagonist, the Vault Dweller, with finding a replacement. He or she is given a portable device called the ""Pip-Boy 2000"" that keeps track of map-making, objectives, and bookkeeping. Armed with the Pip-Boy 2000 and meager equipment, including a small sum of bottle caps which are used as currency in the post-apocalyptic world, the main character is sent off on the quest.",1997-09-30 00:00:00.000,205,NULL,NULL,NULL,86.3008,465
23170,198736,Family Feud,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28811,80390,Famista 64,NULL,1997-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180217,97526,FantaStep,NULL,1997-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87391,136849,Fantastic Four,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85243,73948,Farland Saga: Toki no Michishirube,"Eight years have passed since the great war between humans and magical people. Brian, one of the war's great heroes, died peacefully, leaving behind the girl Kalin, of whom he had been taking care all the years following the war. Kalin leaves her country and goes on a ship to look for a job as a mercenary. On her way she meets Al, a boy who wanders around aimlessly, suffering from amnesia. Together, they reach a town where they receive jobs in the local guild. One of their assignments involves busting a pirate ship, and that is where their great adventure begins...",1997-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85341,70758,Farland Story: Yottsu no Fuuin,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65495,40839,Fat Bobby,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26014,70065,Fathom: The Game of Tiles,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111232,43840,FEDA 2: White Surge the Platoon,NULL,1997-05-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176604,45078,Felony 11-79,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135425,10682,FIFA Soccer 64,NULL,1997-02-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
132484,79955,FIFA Soccer Manager,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
102536,705,FIFA: Road to World Cup 98,NULL,1997-01-01 00:00:00.000,23,NULL,NULL,NULL,83.5982,80
178655,209427,Fighter Ace,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85973,172795,Fighter's History Dynamite,"Fighter's History Dynamite:
The quest to defeat the mysterious Baron of Battlers, the mysterious K, is on. In order to get to this grotesque gladiator, however, you need to fight your way through 11 matches with the most skilled, most deadly of all combatants in the world of physical contact. Use your powers of pulverization, psychic energy blasts, and ridiculous strength to become the explosive fighting god in FIGHTERS HISTORY DYNAMITE!

Fighter's History: Mizoguchi Kiki Ippatsu!!
The story mode is a gag-adventure story which stars Mizoguchi. Out on a leisurely outing, he takes a break to enjoy his town's specialty: takoyaki (or octopus balls). Before he can place an order, he is confronted by a mysterious man who challenges him to prove the snack's worth against the whole world. After the man disappears in a flash of light, Mizoguchi is somehow provoked enough to search the globe's octopus dishes and to prove that Osaka has the best takoyaki in the world. He does this by awkwardly interrogating the series's characters although he usually misinterprets their explanations as insults or puns.",1997-07-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78027,44826,Fighters' Impact,NULL,1997-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73275,2542,Fighting Force,NULL,1997-10-09 00:00:00.000,16,NULL,NULL,NULL,73.6828,58
27109,66882,Fighting Illusion K-1 Grand Prix Shou,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7333,44825,Fighting Network Rings,NULL,1997-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177611,209429,Final Conflict,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176651,428,Final Fantasy Tactics,NULL,1997-06-20 00:00:00.000,52,NULL,NULL,NULL,85.0252,137
179632,427,Final Fantasy VII,"Final Fantasy VII follows the story of mercenary Cloud Strife, who is hired by the eco-terrorist group AVALANCHE led by Barret Wallace to help fight the mega-corporation Shinra Electric Power Company, who attempts to drain the planet's lifeblood as an energy source to further their profits. Apathetic to the cause, Cloud initially fights for personal gain, and for the promise he made to childhood friend Tifa Lockhart. Cloud eventually joins forces with many others to save the planet, which is threatened by Shinra and Cloud's nemesis Sephiroth, and discovers a reason to fight for a cause other than his own.",1997-01-31 00:00:00.000,416,NULL,85.0000,4,90.4570,1097
3982,146620,Final Fantasy VII International,NULL,1997-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118919,28394,Final Furlong,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127979,200398,Fishing Champion,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176614,93408,Flesh Feast,"The game's plot concerns a secret ingredient invented by the food company Nutrition Applied Science and Technology Inc. (NASAT), which has been released and has infected the entire island's water supply. The citizens are dying and rising as flesh-hungry zombies, buried dead, break through the ground to attack the living.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2579,714,Flight Unlimited II,NULL,1997-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10845,51200,FlightGear,NULL,1997-07-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7921,47082,Flying Corps,NULL,1997-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
149891,209461,Flying Corps: Gold,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183178,3497,Flying Dragon,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91736,71373,Forbes Corporate Warrior,NULL,1997-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193027,145572,Forgotten Saga,NULL,1997-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167392,8295,Formula 1 97,NULL,1997-09-26 00:00:00.000,NULL,NULL,NULL,NULL,79.8802,9
69320,46056,Formula Karts Special Edition,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185421,2619,Fragile Allegiance,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
183864,11465,Frogger,NULL,1997-09-30 00:00:00.000,6,NULL,90.0000,1,46.4215,20
170685,1500,Front Mission 2,NULL,1997-09-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
181171,1501,Front Mission Alternative,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71079,22607,Front Page Sports Football Pro '98,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176594,71046,Front Page Sports: Golf,NULL,1997-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79767,63115,Front Page Sports: Ski Racing,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179614,218745,Full Car Mini Yontou Super Factory,NULL,1997-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56618,42241,Fune Tarou,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174243,131905,Gadget: Past as Future,NULL,1997-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115136,51484,GAG: The Impotent Mystery,"Secret agent Gary wakes up at home after a strange dream, in which cultists of the ""Dark Brotherhood"" discuss the plan to enslave the world. However, guided by the fact that he has a vacation, Gary decides to sleep again and only the next morning he contacts Lucy's boss. Having received the assignment, the player together with Gary will have to explore the gloomy castle de la Bourbon, explore approaches to it, visit the parallel world and ultimately defeat the impending ancient evil.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6277,43758,GaiaSeed: Project Seed Trap,NULL,1997-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104404,68993,Galapagos,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188177,218232,Galaxian,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163249,64144,Galaxy Fraulein Yuna 3: Lightning Angel,NULL,1997-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36467,46848,Gals Panic 4,NULL,1997-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113208,72016,Game & Watch Gallery,NULL,1997-02-01 00:00:00.000,2,NULL,NULL,NULL,72.2515,7
147921,74423,Game & Watch Gallery 2,"In Parachute, you must rescue the parachutists.
In Helmet, don’t get hit in the head.
In Chef, flip up a gourmet meal.
In Vermin, whack the enemies.
In Donkey Kong, rescue your kidnapped sweetie.",1997-09-27 00:00:00.000,2,NULL,NULL,NULL,68.0000,3
114685,1688,Game Boy Wars Turbo,NULL,1997-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
628,48983,Game Boy Wars Turbo,NULL,1997-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84685,214392,Game Nihonshi: Kakumeiji Oda Nobunaga,NULL,1997-04-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108067,122308,GamePack 2,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119025,44865,Gamera 2000,NULL,1997-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99273,72043,Gamers Pack,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104159,78910,"Games People Play: Hearts, Spades, and Euchre",NULL,1997-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91069,222667,Game-Ware Vol. 4,NULL,1997-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91171,222668,Game-Ware Vol. 5,NULL,1997-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149748,39691,G-Darius,"The Green Globe -Amnelia, the Green Mother Planet-
In the vastness of universe.

The life born on that planet became civilized, fought, and was at risk of extinction. But the war ended with the appearance of a man. That man's name was Amnelia. People honored their own planet with his name, but no one noticed the presence of the ""power"" which led him to become a savior.

And time passed...

Amnelia's royalty held a mysterious power for generations, and Amnelia's 21st king Brezza was no exception. A king and genius scientist, he got immersed on his research for new energy sources. Amnelia used a energy generated from the soil called ""Kaju"", but since ""Kaju"" was responsible for the flourish of green trees, which could be called the life of Amnelia, it was not a infinite energy source and that had become a serious problem.

In Amnelian year 547, King Brezza finally found a way to produce the ultimate energy source. Amnelia's energy crisis was completely solved. ""Soon our mother planet will be unable to sustain our prosperity. When that day comes, I promise to give everyone a new Earth.""

People began to emigrate to Amnelia's satellite Blazar, and 50 years have passed. It is an era where humankind seems to have mastered peace.

However. the same mistake from 600 years ago was about to repeat itself...",1997-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64931,43772,Gegege no Kitarou: Gyakushuu! Youkai Daikessen,NULL,1997-01-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
49351,166545,GeGeGe no Kitarou: Nonoi no Nikuto Katachi Tachi,NULL,1997-01-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106857,19152,Gerçeğin Ötesinde: Beyond Reality,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
31199,50252,Get Lost!,NULL,1997-01-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176536,8336,Ghost in the Shell,NULL,1997-07-17 00:00:00.000,2,NULL,NULL,NULL,78.9330,6
156635,218024,Giga Faces,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187132,218035,Giga Pets: 101 Dalmatians,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191537,218028,Giga Pets: Baby T-Rex,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156503,218030,Giga Pets: Bit Critter,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191536,218026,Giga Pets: Compu Kitty,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191541,218025,Giga Pets: Digital Doggie,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156456,218032,Giga Pets: Floppy Frog,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191527,218031,Giga Pets: Komputer Koala,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187144,218039,Giga Pets: Looney Tunes,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156637,218027,Giga Pets: Microchimp,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191526,218033,Giga Pets: Sabrina The Teenage Witch - Salem The Cat,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187143,218034,Giga Pets: The Little Mermaid,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156636,218029,Giga Pets: Virtual Alien,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35493,103378,Giten Megami Tensei: Tokyo Mokushiroku,"In 199X, Tokyo was destroyed by ICBMs, resulting in a nuclear holocaust. Some people with foresight had built underground shelters and survived the Great Cataclysm, while demons began to rampage on the ground. People in the underground shelters still need to defend against demon invasion, and thus an organization called Devil Busters have formed. Around 20 years passed, and a new generation has grown up in the shelters...

In Giten Megami Tensei, you play as Ayato Katsuragi, a devil buster who was born and raised in the Hatsudai Shelter. Ayato joins the force after his parents are brutally murdered by demons. He passes the exam with his friend Yuuka Tachibana, the reincarnation of Ishtar. Later, the shelter is attacked by demons, Ayato is possessed, and Yuuka is killed by demons. She is divided into eight pieces and gives one to each of his comrades. Ayato escapes and swears to get the body parts back.

The story is structured somewhat episodically. Ayato joins with Rui Asuka, Tatsuya Hayasaka, Emi Kirishima, Yoshio Nishino, Isamu Yamase, Tetsuya Sonoda, Kouki Kamikawa, Kazumi Yamada, Sanshirou Souma, and Doctor Kusaka. Many end up dead at one point in the story.",1997-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
